Number of neighbors,UserKNN,ItemKNN
50,0.55989166056,0.88023889365
100,0.86956146603,0.89524170669
150,0.87714610406,0.9034989561
200,0.88000619012,0.90808630853
250,0.88378949784,0.91083837799
300,0.88749864615,0.91213192572
350,0.88998244119,0.91745041675
400,0.89213540494,0.92002585718
450,0.89449215213,0.92152812475
500,0.89766735766,0.92629002952
