Number of neighbors,UserKNN,ItemKNN
50,0.69769999788,0.63015285103
100,0.65878508813,0.63476044772
150,0.64781608825,0.63651389047
200,0.64942185707,0.64107356878
250,0.65575845481,0.63908837521
300,0.66582793938,0.63862763473
350,0.66965692691,0.63719082791
400,0.67081860304,0.6384180796
450,0.67046084221,0.63870232684
500,0.67156705673,0.64067672889
