Prediction reliability (From),Prediction reliability (To),Count
0.2105290347,0.28223767266,10917
0.28223767266,0.35394631063,99588
0.35394631063,0.42565494859,232716
0.42565494859,0.49736358655,251290
0.49736358655,0.56907222451,158935
0.56907222451,0.64078086248,81566
0.64078086248,0.71248950044,41058
0.71248950044,0.7841981384,20559
0.7841981384,0.85590677636,9694
0.85590677636,0.92761541433,3898
0.92761541433,0.99932405229,809
