Number of neighbors,UserKNN,ItemKNN
50,0.41064149089,0.53432850585
100,0.48538599286,0.57524398079
150,0.52194551639,0.59281311767
200,0.54365975995,0.60164330403
250,0.55900642666,0.60867743912
300,0.57100833163,0.61260368629
350,0.57939911064,0.61598773458
400,0.58641359775,0.6181753178
450,0.5912939089,0.62057834679
500,0.59662266416,0.62241045496
